,BRAND_NAME,MONTH,STATE_ABBR,TRANS_COUNT,SPEND_AMOUNT,INDUSTRY_NAME,SUBINDUSTRY_NAME
0,GRUBHUB.COM,2023-06,IA,12957.699999999995,509451.11,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
1,GRUBHUB.COM,2023-05,CT,25572.989999999994,995374.51,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
2,INSTACART,2023-01,DC,10207.100000000002,847383.6500000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
3,GRUBHUB.COM,2023-01,VT,708.9800000000001,36608.55999999999,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
4,DOORDASH,2023-04,KS,98404.14999999998,3139072.97,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
5,AMAZON FRESH,2023-02,MT,181.08999999999995,14940.340000000002,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
6,DOORDASH,2023-01,NE,132490.96000000002,4397040.659999999,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
7,INSTACART,2023-02,MI,11465.15,1037897.47,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
8,INSTACART,2023-08,SC,47083.80000000001,4367313.360000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
9,AMAZON FRESH,2023-01,OH,4106.469999999999,306110.43,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
10,GRUBHUB.COM,2023-07,AL,7940.119999999998,264027.42,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
11,INSTACART,2023-01,SD,1922.77,206976.72,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
12,INSTACART,2023-08,VA,76185.20999999999,6942287.11,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
13,DOORDASH,2023-02,VT,4680.410000000001,167668.04,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
14,DOORDASH,2023-01,PA,480235.3900000001,17103133.11,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
15,INSTACART,2023-05,ID,6961.639999999999,753799.7500000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
16,GRUBHUB.COM,2023-03,OH,15482.01,457930.9500000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
17,INSTACART,2023-08,NJ,55372.32,5178698.709999999,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
18,AMAZON FRESH,2023-06,NV,4839.64,413064.89,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
19,DOORDASH,2023-03,ME,23067.620000000003,786203.38,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
20,DOORDASH,2023-07,PA,502892.96,17742656.860000003,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
21,GRUBHUB.COM,2023-04,AZ,30963.61,1046209.39,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
22,DOORDASH,2023-04,NJ,359148.57,12347672.929999996,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
23,GRUBHUB.COM,2023-03,IA,14754.549999999996,561696.9800000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
24,GRUBHUB.COM,2023-08,DE,3965.91,131814.2,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
25,INSTACART,2023-01,MT,4622.280000000001,510064.5300000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
26,INSTACART,2023-05,CO,29681.23,3011244.5300000003,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
27,GRUBHUB.COM,2023-01,WA,32468.779999999995,1312535.3299999998,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
28,GRUBHUB.COM,2023-05,MO,7070.76,283063.15,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
29,GRUBHUB.COM,2023-01,ME,1095.2,47180.07000000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
30,AMAZON FRESH,2023-07,SC,1928.53,168185.03999999998,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
31,DOORDASH,2023-04,IA,141531.01999999996,4763658.649999999,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
32,UBEREATS,2023-01,NE,19084.22,590789.1299999999,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
33,INSTACART,2023-04,PA,88940.63000000002,7995794.390000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
34,AMAZON FRESH,2023-07,WY,70.31,5742.810000000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
35,DOORDASH,2023-08,OH,170814.14000000004,5575015.429999999,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
36,UBEREATS,2023-08,CA,894333.8400000001,30719023.28,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
37,AMAZON FRESH,2023-05,NH,832.2800000000001,84607.41999999998,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
38,DOORDASH,2023-06,NH,46670.85999999999,1599075.22,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
39,INSTACART,2023-06,WA,56696.87999999999,6134630.840000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
40,GRUBHUB.COM,2023-06,WI,15036.630000000005,569069.72,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
41,INSTACART,2023-06,IL,39929.63999999999,3513745.7700000005,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
42,DOORDASH,2023-04,IL,195085.54000000004,6688127.999999999,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
43,GRUBHUB.COM,2023-07,GA,29173.06,1082932.38,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
44,UBEREATS,2023-05,AZ,160671.65000000002,5136538.899999999,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
45,DOORDASH,2023-07,WA,360741.06,13595648.97,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
46,GRUBHUB.COM,2023-06,VA,46788.22,1776547.84,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
47,DOORDASH,2023-07,SC,203187.0000000001,6918807.52,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
48,UBEREATS,2023-07,MT,10399.1,365995.11,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
49,UBEREATS,2023-03,MA,76820.39999999998,2681574.24,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
50,AMAZON FRESH,2023-02,NY,34509.090000000004,2935730.1500000004,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
51,DOORDASH,2023-03,NH,50162.26,1752351.5,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
52,INSTACART,2023-08,FL,223545.75000000003,19838019.950000003,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
53,DOORDASH,2023-05,NE,137407.21,4563260.73,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
54,UBEREATS,2023-05,NM,14263.88,454093.3799999999,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
55,AMAZON FRESH,2023-03,WY,130.01000000000005,14231.93,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
56,GRUBHUB.COM,2023-08,AZ,28529.890000000003,995155.9,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
57,UBEREATS,2023-02,AL,29580.25,955283.15,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
58,GRUBHUB.COM,2023-01,AK,2670.7600000000007,120925.58,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
59,DOORDASH,2023-05,MS,65060.7,2122354.7800000003,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
60,INSTACART,2023-07,ME,2458.34,233008.09,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
61,GRUBHUB.COM,2023-07,MO,6515.15,264351.92,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
62,GRUBHUB.COM,2023-08,SD,1821.06,66884.72000000002,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
63,DOORDASH,2023-02,NM,71168.46999999999,2484535.7000000007,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
64,DOORDASH,2023-05,KS,97003.13999999996,3095897.5400000005,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
65,GRUBHUB.COM,2023-05,NY,158196.54,5865732.129999999,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
