,BRAND_NAME,MONTH,STATE_ABBR,TRANS_COUNT,SPEND_AMOUNT,INDUSTRY_NAME,SUBINDUSTRY_NAME
0,UBEREATS,2019-02,TX,289765.54,5192113.0,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
1,UBEREATS,2019-04,NJ,114696.15999999996,2253998.87,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
2,INSTACART,2019-02,SD,383.36000000000007,31136.59,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
3,DOORDASH,2019-04,VA,67761.93000000001,2039290.08,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
4,UBEREATS,2019-05,WV,3797.69,71924.68,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
5,UBEREATS,2019-07,SC,12269.370000000004,243687.9100000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
6,GRUBHUB.COM,2019-07,ID,2100.19,72539.58,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
7,GRUBHUB.COM,2019-01,OR,18581.72,599709.4300000002,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
8,UBEREATS,2019-07,KY,5797.33,103922.71,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
9,DOORDASH,2019-07,CO,72531.23999999999,2368545.75,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
10,AMAZON FRESH,2019-10,CT,2598.11,127891.96000000002,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
11,AMAZON FRESH,2019-10,MA,5622.92,304755.26,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
12,UBEREATS,2019-02,NE,11544.400000000003,188512.37,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
13,INSTACART,2019-06,MD,11718.670000000002,975216.53,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
14,DOORDASH,2019-04,MN,54496.490000000005,1722044.52,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
15,GRUBHUB.COM,2019-06,IN,3844.19,134309.02000000002,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
16,GRUBHUB.COM,2019-06,WY,665.0600000000001,22917.81,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
17,UBEREATS,2019-02,ID,12073.63,222030.46,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
18,UBEREATS,2019-09,DC,26511.360000000008,628520.7,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
19,DOORDASH,2019-05,ND,2258.4600000000005,67281.01,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
20,INSTACART,2019-09,NJ,11219.249999999998,1092948.59,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
21,UBEREATS,2019-02,MA,33273.61000000001,621289.7999999999,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
22,AMAZON FRESH,2019-05,MA,4284.329999999999,259524.16,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
23,INSTACART,2019-06,VA,14218.729999999998,1255118.6,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
24,DOORDASH,2019-03,GA,66823.03,1915782.63,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
25,DOORDASH,2019-07,NC,80538.85,2339718.09,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
26,DOORDASH,2019-04,CO,64194.94999999998,2134515.58,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
27,AMAZON FRESH,2019-01,MI,947.1999999999998,52413.76,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
28,UBEREATS,2019-10,TX,294393.52,6200693.76,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
29,INSTACART,2019-10,SD,433.4,34472.42,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
30,AMAZON FRESH,2019-08,MI,1126.1799999999998,56246.33,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
31,AMAZON FRESH,2019-01,CT,744.37,41255.94,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
32,DOORDASH,2019-08,DE,9070.58,263453.18999999994,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
33,UBEREATS,2019-03,PA,104200.62,2240271.52,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
34,INSTACART,2019-03,MA,5924.549999999999,498868.1699999999,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
35,GRUBHUB.COM,2019-04,CA,121611.01000000004,4328223.77,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
36,DOORDASH,2019-03,TN,40741.98,1213424.67,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
37,AMAZON FRESH,2019-01,MO,374.3799999999999,19206.06,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
38,INSTACART,2019-05,TN,10530.5,946245.6399999998,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
39,GRUBHUB.COM,2019-04,AK,674.02,22040.200000000004,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
40,INSTACART,2019-01,RI,393.86,31078.329999999994,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
41,INSTACART,2019-10,SC,9359.47,833466.4100000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
42,DOORDASH,2019-03,ID,10908.850000000002,348286.73999999993,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
43,GRUBHUB.COM,2019-04,SD,345.06,11887.14,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
44,GRUBHUB.COM,2019-07,LA,1659.9699999999998,59782.130000000005,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
45,AMAZON FRESH,2019-06,TN,2509.77,171765.47999999998,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
46,DOORDASH,2019-03,NH,6111.58,192995.82,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
47,GRUBHUB.COM,2019-06,DC,5764.860000000001,196358.38,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
48,INSTACART,2019-06,GA,22962.870000000003,1956284.1300000004,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
49,GRUBHUB.COM,2019-01,NM,5862.21,198050.17,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
50,INSTACART,2019-06,HI,1138.63,82226.08999999998,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
51,GRUBHUB.COM,2019-04,WI,10818.890000000005,336073.72,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
52,INSTACART,2019-05,OK,1765.7799999999995,142322.81,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
53,GRUBHUB.COM,2019-05,NV,12553.47,434636.84,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
54,INSTACART,2019-08,OH,5018.129999999999,395563.18,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
55,AMAZON FRESH,2019-07,MI,1081.89,57330.32999999999,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
56,GRUBHUB.COM,2019-01,KS,2884.5200000000004,91078.12999999998,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
57,AMAZON FRESH,2019-04,MN,2426.99,146976.10000000003,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
58,GRUBHUB.COM,2019-04,VA,30832.779999999995,974982.52,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
59,INSTACART,2019-05,AZ,9362.92,769135.7200000002,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
60,UBEREATS,2019-02,IA,9795.149999999998,174382.13,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
61,DOORDASH,2019-05,LA,6428.569999999999,192877.61000000004,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
62,UBEREATS,2019-10,MN,19188.5,414379.9900000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
63,GRUBHUB.COM,2019-01,NC,21013.81,638319.9400000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
64,INSTACART,2019-02,NM,1219.28,89844.53,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
65,INSTACART,2019-01,NC,14130.910000000002,1158781.2199999995,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
66,AMAZON FRESH,2019-07,WV,288.96,17790.02,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
67,UBEREATS,2019-09,IN,8027.280000000001,166180.08999999994,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
68,AMAZON FRESH,2019-02,AK,59.58000000000001,2197.17,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
69,UBEREATS,2019-03,MO,9258.65,196624.36,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
70,AMAZON FRESH,2019-01,NM,305.16,16275.12,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
71,DOORDASH,2019-10,FL,149297.18,4231836.850000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
72,AMAZON FRESH,2019-01,SC,746.0300000000003,36902.72,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
73,DOORDASH,2019-06,UT,37159.31,1076870.5600000003,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
74,GRUBHUB.COM,2019-03,WA,22088.82,735773.6099999999,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
75,GRUBHUB.COM,2019-01,MT,979.88,32610.51000000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
76,INSTACART,2019-10,HI,1624.15,145120.09,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
77,INSTACART,2019-04,LA,1607.5200000000004,158997.72000000003,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
78,DOORDASH,2019-03,WI,22946.229999999992,720072.3700000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
79,AMAZON FRESH,2019-05,MN,2818.13,173674.05999999997,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
80,INSTACART,2019-04,OR,6505.000000000001,535272.4700000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
81,INSTACART,2019-07,VT,424.7899999999999,32753.09,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
82,AMAZON FRESH,2019-08,NE,474.78,45675.29000000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
83,UBEREATS,2019-06,CA,323009.12999999995,6315210.73,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
84,INSTACART,2019-08,ND,961.1,74808.06000000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
85,DOORDASH,2019-02,DE,5449.719999999999,166318.37,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
86,GRUBHUB.COM,2019-08,CT,17234.139999999996,566483.7100000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
87,INSTACART,2019-09,KY,1580.7399999999998,108224.55,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
88,AMAZON FRESH,2019-04,MT,170.6,9150.49,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
89,INSTACART,2019-06,NE,1666.64,136335.88999999998,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
90,DOORDASH,2019-03,NV,24514.099999999995,769179.2999999998,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
91,AMAZON FRESH,2019-02,MS,265.69,14957.700000000004,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
92,UBEREATS,2019-06,DC,23259.9,474975.86,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
93,GRUBHUB.COM,2019-01,MI,6301.65,205429.21,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
94,AMAZON FRESH,2019-04,NV,928.0299999999996,50988.13,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
95,DOORDASH,2019-08,AZ,64185.44999999999,1983815.7499999995,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
96,GRUBHUB.COM,2019-02,AL,3621.61,97629.22,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
97,UBEREATS,2019-06,MO,8635.07,160819.21,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
98,AMAZON FRESH,2019-04,CA,38566.880000000005,1950758.15,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
99,INSTACART,2019-07,RI,240.83999999999995,16868.73,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
100,UBEREATS,2019-10,NH,3343.3899999999994,68637.10999999999,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
101,GRUBHUB.COM,2019-04,OH,7941.3,235562.27,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
102,GRUBHUB.COM,2019-09,NJ,44520.05,1344586.5000000002,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
