,BRAND_NAME,MONTH,STATE_ABBR,TRANS_COUNT,SPEND_AMOUNT,INDUSTRY_NAME,SUBINDUSTRY_NAME
0,INSTACART,2023-01,ME,2713.6200000000003,274084.0,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
1,DOORDASH,2023-01,FL,617091.23,19950806.01,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
2,DOORDASH,2023-01,MI,67057.09,2377524.24,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
3,UBEREATS,2023-01,AK,4730.830000000001,163093.83,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
4,UBEREATS,2023-01,OH,36461.95,1160633.1,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
5,UBEREATS,2023-01,AR,9695.42,304369.85000000003,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
6,AMAZON FRESH,2023-01,MI,1971.6900000000005,181182.67,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
7,GRUBHUB.COM,2023-01,TN,15142.010000000002,538876.9299999999,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
8,UBEREATS,2023-01,NY,477118.78,15664443.74,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
9,INSTACART,2023-01,VA,79264.56,7200679.540000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
10,GRUBHUB.COM,2023-01,SC,11982.369999999995,350251.44999999995,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
11,GRUBHUB.COM,2023-01,LA,3477.369999999999,111912.04,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
12,AMAZON FRESH,2023-01,ID,974.86,92577.49,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
13,AMAZON FRESH,2023-01,HI,1236.37,127064.6,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
14,INSTACART,2023-01,DC,10207.100000000002,847383.6500000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
15,INSTACART,2023-01,AL,31905.960000000006,3083296.079999999,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
16,GRUBHUB.COM,2023-01,KS,6380.759999999999,207627.14,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
17,DOORDASH,2023-01,NJ,345785.46,12014350.520000003,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
18,UBEREATS,2023-01,MN,49807.77999999999,1648059.41,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
19,INSTACART,2023-01,GA,104360.44,8980924.73,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
20,AMAZON FRESH,2023-01,KY,1001.3100000000002,76857.86,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
