BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
NIKE,5794603.05,739484932.24
SHEIN,9487224.47,685164081.68
OLD NAVY,11859654.46,656105613.25
LULULEMON,4081758.02,518627355.03
ZARA,4038365.59,443258061.23
GOODWILL,14630042.63,385289293.96
H&M,6586878.7700000005,360686823.04
AMERICAN EAGLE,4675174.71,360434811.43
VICTORIA'S SECRET,4899948.05,351065504.32
DSW SHOE WAREHOUSE,4389113.17,350329379.05
ANTHROPOLOGIE,1981867.49,291820137.49
REVOLVE,973571.27,279341558.04
NIKE FACTORY,2752217.7,257114774.29
ADIDAS,2541471.4,252337608.6
MEN'S WEARHOUSE,1233060.16,231162999.2
ABERCROMBIE & FITCH,1796660.04,216940288.61
FOOT LOCKER,1696045.81,194307955.04
GAP,3119368.5300000003,190660619.39000002
POSHMARK,3840824.61,190385352.13
BOOT BARN,1248723.03,169150055.67
KAY JEWELERS,354081.13,160404240.88
FREE PEOPLE,966142.76,142662838.96
SKECHERS,1559687.27,134697137.39
HOLLISTER,1976291.2,133806161.78999999
LL BEAN,1216247.2,131191889.31
FANATICS,1497271.37,129116642.54
