BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
OLD NAVY,10195771.42,481654407.45
NIKE,3025939.04,358299942.34000003
LULULEMON,2261383.43,267012144.39
AMERICAN EAGLE,3757584.1,256594614.35999998
VICTORIA'S SECRET,3661104.01,245301753.75
GOODWILL,8552339.28,203566202.68
H&M,4126295.79,202643298.96
DSW SHOE WAREHOUSE,3050035.43,191182981.76
SHEIN,3008660.93,182641439.93
ADIDAS,2062311.18,171620845.33
ANTHROPOLOGIE,1597196.1300000001,166177941.05
ZARA,1756148.3,161360986.95
FOOT LOCKER,1311516.96,146686573.12
POSHMARK,3189577.01,137276371.68
GAP,2697375.9899999998,129634486.85000001
NIKE FACTORY,1361660.22,119968781.3
REVOLVE,512045.64,109533141.62
HOLLISTER,1582370.35,99870074.85
ABERCROMBIE & FITCH,1022201.17,90116667.95
KAY JEWELERS,232351.9,86513474.83
MEN'S WEARHOUSE,447287.32,83747262.39
LL BEAN,809050.35,80536238.29
FREE PEOPLE,635610.21,76215972.10000001
SKECHERS,981662.4400000001,71864577.22
BOOT BARN,553107.55,71314230.15
FANATICS,991648.67,70662371.97
