BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
NIKE,3995243.98,505123261.63
SHEIN,6832667.3,492478291.28000003
OLD NAVY,8196804.22,444986222.79
LULULEMON,2897340.74,359345885.36
ZARA,3032461.86,321436957.54
GOODWILL,10411897.13,274281386.09000003
AMERICAN EAGLE,3407231.72,259026346.88
VICTORIA'S SECRET,3585522.29,256769030.73
H&M,4780513.03,255903452.03
DSW SHOE WAREHOUSE,3184158.64,250718340.37
REVOLVE,734665.34,208082270.09
ANTHROPOLOGIE,1373578.45,200605852.8
NIKE FACTORY,1982848.56,184673000.38
ADIDAS,1778589.89,182046974.68
MEN'S WEARHOUSE,893684.41,167151900.73
ABERCROMBIE & FITCH,1243267.49,144793991.19
FOOT LOCKER,1248201.71,142903493.51000002
POSHMARK,2777545.48,137699876.42
GAP,2053323.37,120627526.99
BOOT BARN,878720.17,118050866.11
KAY JEWELERS,254032.01,115083774.37
FREE PEOPLE,695294.46,99641326.24
SKECHERS,1104228.6099999999,94885313.7
HOLLISTER,1401801.78,92336891.81
LL BEAN,761026.62,76098894.03999999
FANATICS,791196.66,66224623.76
