BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
SHEIN,12949833.940000001,739311541.93
OLD NAVY,7682628.2,441637726.21
LULULEMON,2908177.78,357130553.31
NIKE,2661365.71,344137344.56
GOODWILL,12812357.22,343188374.88
ZARA,2493570.06,275805548.35
AMERICAN EAGLE,3160259.86,237082691.34
ANTHROPOLOGIE,1610165.49,235535454.4
VICTORIA'S SECRET,3067509.72,216728205.74
DSW SHOE WAREHOUSE,2631215.53,206815512.75
H&M,3404470.2,200134040.09
ABERCROMBIE & FITCH,1527844.1300000001,171822891.64
REVOLVE,566789.86,170367073.48
NIKE FACTORY,1759986.9000000001,165619766.47
BOOT BARN,1027799.55,142178631.66
MEN'S WEARHOUSE,712197.92,139817164.68
POSHMARK,2856653.82,132983013.35
GAP,2020886.1400000001,132437338.73
SKECHERS,1403968.42,128958710.59
FOOT LOCKER,1024329.4600000001,126715378.34
HOLLISTER,1789518.3900000001,119717172
FREE PEOPLE,878666.02,115312152.74000001
KAY JEWELERS,213153.07,106657582.5
ADIDAS,1264938.16,104972466.06
FANATICS,945176.59,83364115.55
LL BEAN,687688.05,76070236.3
