BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
OLD NAVY,9917699.52,560185780.42
NIKE,3970387.43,488999962.63
SHEIN,6017090.63,420695112.53000003
ZARA,3264858.65,332625282.91
LULULEMON,2737474.2800000003,332106737.62
VICTORIA'S SECRET,4468969.14,330948378.6
AMERICAN EAGLE,4142529.99,318672324.43
H&M,5725279.72,294506079.05
GOODWILL,10790666.61,276823961.3
DSW SHOE WAREHOUSE,3374434.5300000003,247778811.22
ANTHROPOLOGIE,1620764.08,196398716.03
NIKE FACTORY,1964677.49,183397529.7
ADIDAS,1857093.19,168837448.33
REVOLVE,670491.6,163859257.71
FOOT LOCKER,1318405.03,154250475.41
GAP,2533588.59,149646398.41
POSHMARK,3137779.2800000003,149432827.81
KAY JEWELERS,315272.63,132896505.12
MEN'S WEARHOUSE,779240.39,129372446.91
ABERCROMBIE & FITCH,1129256.11,122935224.42999999
HOLLISTER,1642404.1,114424098.49
BOOT BARN,815362.23,109174000.89
FREE PEOPLE,810583,101860498.2
SKECHERS,1233120.09,100259555.52
LL BEAN,920055.6900000001,86140177.76
FANATICS,827197.29,67047794.75
