BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
OLD NAVY,4828104.66,244332121.55
VICTORIA'S SECRET,2641958.02,157207109.9
DSW SHOE WAREHOUSE,2200761.47,155419460.17
H&M,3005941.96,142135536.26
AMERICAN EAGLE,2059686.24,136085735.46
NIKE,1092731.67,134425953.46
GOODWILL,5790138.62,127674293.47
LULULEMON,916066.9500000001,114741777.60000001
ZARA,1190595.72,103723506.35
ANTHROPOLOGIE,872517.23,102013764.79
MEN'S WEARHOUSE,457567.55,96791029.66
NIKE FACTORY,1102337.3900000001,87426747.91
FOOT LOCKER,663690.01,75764540.17
GAP,1374544.74,74950843.81
REVOLVE,298575.46,72032450.93
ADIDAS,837286.94,68720621.15
POSHMARK,1397039.82,56486728.44
KAY JEWELERS,191683.02,56310291.660000004
HOLLISTER,889596.29,49401350.07
BOOT BARN,311534.38,39344872.7
LL BEAN,401207.46,37941910.06
SKECHERS,526984.79,37887979.1
FREE PEOPLE,317465.13,36676191.6
ABERCROMBIE & FITCH,485490.69,36218633.29
SHEIN,447449.97000000003,23436372.26
FANATICS,310600.71,21720460.06
