BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
SHEIN,13941923.76,766091385.26
OLD NAVY,8676696.84,489301906.29
NIKE,3770393.0700000003,484233422
LULULEMON,3396986.02,421343023.74
GOODWILL,13402289.91,360053095.77
ZARA,3055307.16,327894795.84
AMERICAN EAGLE,3574947.92,272103104.07
ANTHROPOLOGIE,1771586.93,262498693.96
DSW SHOE WAREHOUSE,3291460.07,253501301.1
VICTORIA'S SECRET,3486473.5,239187493.59
ABERCROMBIE & FITCH,1873246.02,236869661.87
H&M,4177026.4200000004,236630487.91
REVOLVE,668578.66,202146809.74
NIKE FACTORY,2012115.7,191240769.69
MEN'S WEARHOUSE,825748.76,167145747.70000002
POSHMARK,3201515.47,155197379.87
FOOT LOCKER,1235633.8,145632740.95
BOOT BARN,1030529.38,143560014.48
ADIDAS,1659816.32,143283280.47
GAP,2171741.9,139787330.35
SKECHERS,1527909.59,134132306.03
FREE PEOPLE,961389.21,126784207.04
KAY JEWELERS,246993.24,117448730.85000001
HOLLISTER,1686302.72,114552802.71000001
FANATICS,1147533.22,98013334.42
LL BEAN,814587.06,90644762.3
