BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
OLD NAVY,9180553.68,464919573.94
VICTORIA'S SECRET,4983059.24,292652126.53
H&M,6011397.96,277058739.06
DSW SHOE WAREHOUSE,3887854.57,273143492.54
AMERICAN EAGLE,4028501.5700000003,270009947.23
NIKE,1987033.62,241081459.07
GOODWILL,10634263.41,233217294.01
LULULEMON,1731445.64,217245298.83
ZARA,2259596.4,193749093.24
ANTHROPOLOGIE,1623402.81,190189303.47
NIKE FACTORY,2134239.87,171051061.79
MEN'S WEARHOUSE,803110.9,169685222.67000002
FOOT LOCKER,1260751.82,143274688.78
GAP,2622024.91,141408894.28
ADIDAS,1700476.78,136078999.61
REVOLVE,528879.7,130554355.93
POSHMARK,2495701.11,101246673.89
HOLLISTER,1785011.4,101138398.88000001
KAY JEWELERS,313938.27,94295602.09
SKECHERS,1014359.97,72579787.71000001
ABERCROMBIE & FITCH,950683.18,71331018.19
BOOT BARN,559252.17,70643392.31
FREE PEOPLE,576813.93,67511296.46
LL BEAN,688435.67,65320070.76
SHEIN,945178.28,51360504.37
FANATICS,651393.76,47004784.42
