BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
SHEIN,8935385.28,591938701.5
NIKE,4087796.8400000003,523499467.99
OLD NAVY,7592944.71,426195265.33
LULULEMON,3258662.74,404393256.83
ZARA,3000358.24,322409104.99
GOODWILL,11332760.4,305415709
AMERICAN EAGLE,3034927.4,232465187.89000002
DSW SHOE WAREHOUSE,2915133.75,228063907.11
H&M,4036635.68,228035882.43
ANTHROPOLOGIE,1383259.79,226446201.37
VICTORIA'S SECRET,3250138.12,224693290.54
REVOLVE,707862.3,200228994.95
NIKE FACTORY,1994388.6400000001,188456516.86
ADIDAS,1852651.83,185124803.41
ABERCROMBIE & FITCH,1422206.14,173842324.18
MEN'S WEARHOUSE,775616.76,154747323.65
POSHMARK,2755223.96,141336675.3
FOOT LOCKER,1121643.6300000001,127181589.01
GAP,2024583.24,122228531.89
BOOT BARN,871726.8300000001,121183753.12
SKECHERS,1277108.78,115320986.32000001
FREE PEOPLE,783288.5,113169395.94000001
KAY JEWELERS,228622.4,105216631.94
HOLLISTER,1371564.1400000001,89871095.14
FANATICS,987002.01,88151629.9
LL BEAN,715739.63,78514153.96
