BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
SHEIN,14161859.49,925121981.07
NIKE,6509276.24,844220123.62
OLD NAVY,12501136.11,703631644.97
LULULEMON,5489789.87,696519475.03
ZARA,4422080.86,491434762.16
GOODWILL,17226489.91,461053734.93
AMERICAN EAGLE,5015307.85,386002296.26
VICTORIA'S SECRET,5411610.35,376797830.66
ANTHROPOLOGIE,2444345.75,366151386.86
DSW SHOE WAREHOUSE,4578192.84,356930313.63
H&M,6223770.47,355421265.62
ABERCROMBIE & FITCH,2359923.63,294065144.63
NIKE FACTORY,3076461.8000000003,293038066.53000003
REVOLVE,1000044.79,287801694.73
ADIDAS,2775472.06,259453898.09
MEN'S WEARHOUSE,1130703.95,224586026.79
GAP,3481970.0900000003,218341798.89
POSHMARK,4180172.71,212299054.28
FOOT LOCKER,1854309.06,210602939.16
BOOT BARN,1452881.25,200908894.51000002
FANATICS,2131671.95,187047059.2
KAY JEWELERS,415789.58,185980465.95
FREE PEOPLE,1225555.92,177114072.87
SKECHERS,1963106.06,175417276.88
LL BEAN,1440356.72,165794231.10999998
HOLLISTER,2345601.17,157816448.27
