BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
SHEIN,14124370.84,810462974.1
OLD NAVY,8347434.64,482434487.44
LULULEMON,3158560.45,390154573.34
GOODWILL,14225280.870000001,380934850.35
NIKE,2886264.99,373908059.61
ZARA,2696699.43,301946424.76
ANTHROPOLOGIE,1781656.46,262505912.93
AMERICAN EAGLE,3453677.28,260139790.81
VICTORIA'S SECRET,3331188.9,235981981.77
DSW SHOE WAREHOUSE,2880549.82,227764722.29
H&M,3701841.24,219043629.8
ABERCROMBIE & FITCH,1680808.37,189815239.06
REVOLVE,624320.47,188160890.78
NIKE FACTORY,1901526.97,178680126.1
BOOT BARN,1134770.99,157419329.9
MEN'S WEARHOUSE,796007.18,156743301.13
GAP,2239574.73,148125365.67000002
POSHMARK,3184914.14,147698498.52
SKECHERS,1540474.18,141836077.99
FOOT LOCKER,1112244.87,137441141.54
HOLLISTER,1946186.32,130215729.23
FREE PEOPLE,955120.6799999999,126716829.87
ADIDAS,1408765.53,117257247.7
KAY JEWELERS,231731.9,116253894.25
FANATICS,1092852.96,97717986.96000001
LL BEAN,769894.24,86504707.45
