BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
SHEIN,5017717.04,337461545.7
NIKE,2473494.11,322100541.26
OLD NAVY,4435434.03,254403800.31
LULULEMON,1960822.28,244440281.73000002
ZARA,1764286.69,193118227.2
GOODWILL,6887074.09,185935181.34
DSW SHOE WAREHOUSE,1798327.02,142517317.95000002
ANTHROPOLOGIE,846203.76,140528500.60999998
H&M,2424259.4,140510154.07999998
VICTORIA'S SECRET,1990887.29,139468072.71
AMERICAN EAGLE,1719507.73,131347672.97
REVOLVE,458957.21,125975508.14
NIKE FACTORY,1169175.25,110556290.6
ABERCROMBIE & FITCH,860457.47,105536214.93
MEN'S WEARHOUSE,509671.37,100444747.26
POSHMARK,1713290.99,89230879.58
ADIDAS,940479.22,84596973.02
BOOT BARN,543903.84,75568898.80000001
FOOT LOCKER,646800.4400000001,75094234.7
GAP,1202388.97,72281134.05
KAY JEWELERS,154611.77,69824881.22
SKECHERS,759453.3200000001,68383867.84
FREE PEOPLE,459463.57,67812618.03
FANATICS,605249.49,55185262.96
LL BEAN,471824.87,51858275.34
HOLLISTER,743653.93,48258639.33
