BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
SHEIN,5102070.76,304132176.59999996
NIKE,1671858.7,215782319.9
OLD NAVY,3476926.77,197783879.45
LULULEMON,1503813.85,182798525.8
GOODWILL,5792813.91,156377657.32
ZARA,1271898.1500000001,134629254.2
ANTHROPOLOGIE,733650.77,109654772.65
AMERICAN EAGLE,1394835.1600000001,105550457.10000001
DSW SHOE WAREHOUSE,1356411.4,105441527.05
VICTORIA'S SECRET,1495085.95,102640897.77
ABERCROMBIE & FITCH,792652.22,102366283.84
H&M,1630424.31,95615529.71000001
REVOLVE,308696.61,91409237.47
MEN'S WEARHOUSE,367066.88,75610952.98
NIKE FACTORY,799823.2,75023109.63
POSHMARK,1466130.08,72218979.26
BOOT BARN,432928.27,60093583.199999996
FOOT LOCKER,490680.83,56982220.2
ADIDAS,652781.5599999999,56661693.019999996
GAP,859675.41,54335852.870000005
FREE PEOPLE,401993.97000000003,53959865.88
SKECHERS,615895.23,53874681.51
KAY JEWELERS,113611.39,52899411.64
HOLLISTER,614773.22,41807471.46
LL BEAN,379333.39,41343153.83
FANATICS,447676.66000000003,39131704.96
