BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
NIKE,3390980.93,428821957.75
SHEIN,5958384.89,428386336.93
OLD NAVY,7147174.64,384958181.71000004
LULULEMON,2514530.16,309899282.02
ZARA,2675855.38,286912770.44
GOODWILL,8987423.11,237049269.25
VICTORIA'S SECRET,3197710.81,229120123.31
H&M,4124991.91,221185151.93
AMERICAN EAGLE,2908500.7,219320797.78
DSW SHOE WAREHOUSE,2767602.81,218960248.9
REVOLVE,652741.67,182363255.89000002
ANTHROPOLOGIE,1209531.6,175739300.46
NIKE FACTORY,1677504.55,156419495.2
MEN'S WEARHOUSE,784047.1900000001,145974881.36
ADIDAS,1467440.04,145283037.76
ABERCROMBIE & FITCH,1059735.3,124205462.16
POSHMARK,2414328.52,119757965.83
FOOT LOCKER,1038983.3300000001,119211109.93
KAY JEWELERS,228831.28,103798164.75
BOOT BARN,771366.03,103434521.41
GAP,1754009.48,102562274.53
FREE PEOPLE,601877.87,85972483.38
SKECHERS,934259.0599999999,80313641.05
HOLLISTER,1182949.17,77502095.55
LL BEAN,675889.2,67446880.45
FANATICS,666217.01,55767662.12
