BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
OLD NAVY,836080.41,41060751.39
NIKE,342172.96,40062443.85
VICTORIA'S SECRET,578421.29,39976669.83
LULULEMON,320905.68,35103358.25
GOODWILL,1104441.26,27674894.45
SHEIN,440968.95999999996,26846158.8
ZARA,314174.91000000003,26102246.16
AMERICAN EAGLE,381855.64,24712771.65
H&M,477306.42,22597404.59
DSW SHOE WAREHOUSE,254035.52,17692158.12
POSHMARK,356767.56,16768093.930000002
ANTHROPOLOGIE,184830.58000000002,15796392.06
NIKE FACTORY,172840.17,14764807.899999999
ADIDAS,168554.35,13409151.03
LL BEAN,142043.13,13306833.290000001
GAP,287088.39999999997,12797765.450000001
FOOT LOCKER,108435.46,12559696.31
KAY JEWELERS,30257.620000000003,11473929.100000001
HOLLISTER,188559.55000000002,11386141.299999999
ABERCROMBIE & FITCH,125948.03,11113040.1
REVOLVE,46683.7,10721058.4
BOOT BARN,71312.7,9045151.23
FREE PEOPLE,71325.76000000001,8075906.720000001
SKECHERS,100260.54,7760634.55
FANATICS,102769.71,7525161.25
MEN'S WEARHOUSE,44315.85,7420890.45
