BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
OLD NAVY,7963887.52,448304528.36
NIKE,2986138.54,366612175.65
SHEIN,4578339.65,316324293.59000003
VICTORIA'S SECRET,3586661.29,267150367.45000002
LULULEMON,2141492.58,257310535.95
ZARA,2531092.09,256620727.41
AMERICAN EAGLE,3169430.56,240123464.85
H&M,4409087.75,226417397.33
GOODWILL,8241711.97,211838396.07
DSW SHOE WAREHOUSE,2627134.23,189461562.56
ANTHROPOLOGIE,1277471.42,149582573.81
NIKE FACTORY,1504564.45,140612356.52
ADIDAS,1382353.66,123002769.47
REVOLVE,495795,118276985.36
FOOT LOCKER,999018.1900000001,117672647.92
POSHMARK,2460953.23,116782044.5
GAP,1917041.41,112695312.71000001
KAY JEWELERS,257834.46000000002,107623133.65
MEN'S WEARHOUSE,562668.97,93450448.37
ABERCROMBIE & FITCH,851862.28,90838673.99
HOLLISTER,1256554.32,86442621.83
BOOT BARN,612604.42,82165579.2
SKECHERS,958341.76,77887886.91
FREE PEOPLE,619171.81,76393055.26
LL BEAN,710373.4400000001,65863928.800000004
FANATICS,583675.77,45539172.72
