BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
NIKE,1412776.07,182094659.54
SHEIN,2669970.86,177186661.67
LULULEMON,1168056.33,144321498.70000002
OLD NAVY,2232478.34,129159984.48
GOODWILL,4054813.44,108664086.96
ZARA,1011259.02,102622699.27
VICTORIA'S SECRET,1235659.24,85804562.37
H&M,1341305.75,77844736.29
ANTHROPOLOGIE,456029.67000000004,75272575.94
DSW SHOE WAREHOUSE,900256.4400000001,72617184.53
REVOLVE,270138.84,72317842.51
AMERICAN EAGLE,951509.57,72038584.29
NIKE FACTORY,656554.62,62127055.14
ABERCROMBIE & FITCH,496011.77999999997,59845635.79
POSHMARK,1022100.53,53575792.34
MEN'S WEARHOUSE,277111.12,53166024.74
BOOT BARN,323539.57,44296022.620000005
FOOT LOCKER,365305.68,42527082.69
KAY JEWELERS,91883.65000000001,41354760.74
ADIDAS,510336.07,40572155.61
GAP,665205.17,38637503.99
FREE PEOPLE,252714.77,37332410.74
FANATICS,380791.8,36697765.52
SKECHERS,400662.86,35293287.17
LL BEAN,308921.99,33634943.13
HOLLISTER,413936.05,26857362.68
