BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
SHEIN,12215828.65,678474893.85
OLD NAVY,7866932.97,440277696.1
NIKE,3421239.8800000004,437809010.88
LULULEMON,3078402.44,379700215.54
GOODWILL,11887944.25,320237845.40000004
ZARA,2770161.14,294691956.33
AMERICAN EAGLE,3204033.07,243616299.03
ANTHROPOLOGIE,1568763.55,232330192.45
DSW SHOE WAREHOUSE,2933022.2,225633710.41
VICTORIA'S SECRET,3159331.55,216378711.98000002
ABERCROMBIE & FITCH,1671524.19,211358768.31
H&M,3739546,210640136.74
REVOLVE,600964.34,181580110.57
NIKE FACTORY,1816927.1400000001,173114395.37
MEN'S WEARHOUSE,727608.04,147275146.73
POSHMARK,2852092.21,138252308.66
FOOT LOCKER,1118938.43,131815002.04
ADIDAS,1480875.36,128812893.81
BOOT BARN,909709.14,126578277.85
GAP,1906280.28,121609904.76
SKECHERS,1358682.3900000001,119091887.1
FREE PEOPLE,866474.99,113901276.24
KAY JEWELERS,223704.31,106241852.36
HOLLISTER,1515392.46,102527574.53
FANATICS,945177.59,80487973.46000001
LL BEAN,713098.6,78247303.93
