BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
OLD NAVY,7640853.92,346255211.46
NIKE,2391346.56,278175410.66
LULULEMON,1747705.09,201386689.67
AMERICAN EAGLE,2935209.47,195455566.96
VICTORIA'S SECRET,2802311.42,185633447.9
GOODWILL,6209019.51,147577321.29
DSW SHOE WAREHOUSE,2385022.09,145477781.79
H&M,2993036.18,144914427.43
SHEIN,2326054.13,138936910.18
ADIDAS,1625868.61,130335595.78
ANTHROPOLOGIE,1219694.1500000001,123964578.10000001
FOOT LOCKER,1036956.48,115110969.89
ZARA,1287382.89,110133146.1
POSHMARK,2511248.07,106222642.23
GAP,1967351.15,92151845.78
REVOLVE,417452.29,87605875.21000001
NIKE FACTORY,985006.91,87507317.45
HOLLISTER,1251167.34,77168493.39
ABERCROMBIE & FITCH,768541.13,65947794.79
KAY JEWELERS,180673.92,63719521.46
MEN'S WEARHOUSE,326047.93,63628579.95
FREE PEOPLE,492769.86,57120745.25
SKECHERS,748420.65,54408463.65
BOOT BARN,412806.61,52986509.83
LL BEAN,543458.63,51905150.31
FANATICS,720833.1900000001,48792604.86
