BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
OLD NAVY,2489511.62,122989625.81
VICTORIA'S SECRET,1685644.71,99568312.78
DSW SHOE WAREHOUSE,1136600.98,80537710.17
H&M,1643859.24,76802062.49
NIKE,631831.0800000001,75769744.69
GOODWILL,3426179.96,75366678.76
AMERICAN EAGLE,1152749.55,74637459.09
LULULEMON,538480.85,66595979.59
ZARA,721625.99,58914193.65
ANTHROPOLOGIE,483945.73,54589947.02
MEN'S WEARHOUSE,233082.78,50702192.07
NIKE FACTORY,616628.96,48698016.74
FOOT LOCKER,392766.15,45622678.16
ADIDAS,490614.5,40465184.190000005
GAP,753674.54,40065381.88
REVOLVE,163016.11000000002,38386679.39
POSHMARK,852591.52,34401902.86
KAY JEWELERS,113743.04000000001,32570375.44
HOLLISTER,518439.96,28839418.18
LL BEAN,269114.23,24876065.32
BOOT BARN,187617.1,23595353.900000002
FREE PEOPLE,180028.54,20424593.05
SKECHERS,283641.14,20185003.2
ABERCROMBIE & FITCH,270096.49,19683922.39
FANATICS,184308.98,12997269.93
SHEIN,235916.80000000002,11893338.24
