BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
OLD NAVY,10220016.33,522179139.5
VICTORIA'S SECRET,5526695.96,323392300.06
DSW SHOE WAREHOUSE,4415279.48,311241769.84
H&M,6683321.09,311158813.34000003
AMERICAN EAGLE,4450420.97,299368326.64
NIKE,2183330.2,265627491.4
GOODWILL,12018916.63,262630109.03
LULULEMON,1918140.75,242850098.1
ZARA,2508991.57,219741360.73
ANTHROPOLOGIE,1815684.1300000001,214446941.25
MEN'S WEARHOUSE,890351.71,188410847.86
NIKE FACTORY,2320386.91,185849312.08
GAP,2922711.93,160204834.09
FOOT LOCKER,1364753.19,154924163.88
ADIDAS,1876553.8499999999,148968174.2
REVOLVE,582590.02,144366477
POSHMARK,2805780.9,114134958.74000001
HOLLISTER,1964956.85,111794213.34
KAY JEWELERS,342801.68,103353754.29
ABERCROMBIE & FITCH,1059684.16,80759394.73
SKECHERS,1118550.7,80336069.26
BOOT BARN,629749.54,79674878.72
LL BEAN,804589.79,78318640.24
FREE PEOPLE,636003.22,75668418.34
SHEIN,1084905.53,59552324.29
FANATICS,769074.15,56223468.6
