BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
OLD NAVY,2890016.56,157711710.73000002
NIKE,1098384.28,132508373.3
VICTORIA'S SECRET,1521064.95,111366003.24000001
LULULEMON,843171.86,99541204.82000001
SHEIN,1504914.99,96881330.68
AMERICAN EAGLE,1194419.02,86303644.77
GOODWILL,3335309.7,84642555.59
ZARA,857539.92,78340071.71000001
H&M,1519077.48,77487394.52
DSW SHOE WAREHOUSE,875171.71,61539933.53
ANTHROPOLOGIE,526977.02,52296031.22
ADIDAS,564539.84,51989475.300000004
NIKE FACTORY,554041.21,51295900.75
POSHMARK,1064291.05,50124911.230000004
FOOT LOCKER,370923.51,44400929.9
KAY JEWELERS,108701.49,43732634.800000004
GAP,757890.83,41068853.910000004
REVOLVE,164663.03,38468852.87
LL BEAN,350383.86,33377589.5
ABERCROMBIE & FITCH,333364.89,33145711.04
HOLLISTER,495746.28,33023251.97
BOOT BARN,227641.75,30329574.44
MEN'S WEARHOUSE,159461.59,27439434.650000002
SKECHERS,337128.8,26713170.76
FREE PEOPLE,219708.74,26547976.23
FANATICS,263378.09,19593014.87
