BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
SHEIN,9934787.44,548540557.75
OLD NAVY,5604877.06,321390593.33
LULULEMON,2147969.2600000002,264698207.72
GOODWILL,9395907.63,251666805.98000002
NIKE,1874358.2,241274017.9
ZARA,1791610.29,204774685.84
ANTHROPOLOGIE,1193773.07,176407413.99
AMERICAN EAGLE,2199757.33,162483022.37
VICTORIA'S SECRET,2283930.3,160559159.16
DSW SHOE WAREHOUSE,1964874.53,154684580.57
H&M,2477794.6,146907703.88
REVOLVE,432603.35000000003,128496590.78
ABERCROMBIE & FITCH,1118352.09,126793454.42
NIKE FACTORY,1227040.8,113024233.28
MEN'S WEARHOUSE,539312.99,106255288.83
BOOT BARN,761178.68,105126212.60000001
POSHMARK,2109802.95,98837237.37
GAP,1456063.19,95141457.03
SKECHERS,1032893.18,94496015.79
FOOT LOCKER,700525.73,87272101.54
FREE PEOPLE,641828.25,84619748.68
KAY JEWELERS,164661.24,80503534.42
HOLLISTER,1199391.8900000001,78250134.22
ADIDAS,862640.35,72033484.29
FANATICS,672402.09,59412212.35
LL BEAN,518959.92000000004,57929548.78
