BRAND_NAME,TRANS_COUNT,SPEND_AMOUNT
NIKE,450234.85000000003,54217150.64
LULULEMON,444211.07,53479167.730000004
SHEIN,763371.3200000001,49860285.34
ZARA,389248.47000000003,36797834.33
GOODWILL,1339440.98,35737655.46
OLD NAVY,679602.5,34020487.1
VICTORIA'S SECRET,439491.83999999997,29439965.89
H&M,429838.95,23978094.7
ANTHROPOLOGIE,158828.94,23477526.84
REVOLVE,86472.12000000001,23278675.73
DSW SHOE WAREHOUSE,268304.05,22196063.16
AMERICAN EAGLE,290235.89,20403555.76
ABERCROMBIE & FITCH,177791.65,19102481.1
NIKE FACTORY,209584.17,18681812.87
POSHMARK,343246.95,18220435.08
MEN'S WEARHOUSE,92796.42,16809557.45
LL BEAN,129362.89,14072430.540000001
FANATICS,142089.96,13567614.209999999
BOOT BARN,104005.12000000002,13478326.22
KAY JEWELERS,29486.31,12900765.65
ADIDAS,164103.75,12833237.8
FREE PEOPLE,88960.09999999999,12327672.060000002
GAP,252865.09,12276054.96
FOOT LOCKER,106886.1,11388655.99
SKECHERS,123782.34999999999,10673109.83
HOLLISTER,149135.88,9173242.46
