,BRAND_NAME,MONTH,STATE_ABBR,TRANS_COUNT,SPEND_AMOUNT,INDUSTRY_NAME,SUBINDUSTRY_NAME
0,UBEREATS,2021-02,AK,3451.86,92472.13,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
1,AMAZON FRESH,2021-01,ID,1820.4,145488.83,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
2,AMAZON FRESH,2021-02,AR,1133.0600000000004,105129.61000000002,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
3,GRUBHUB.COM,2021-01,LA,4608.950000000001,167107.30999999997,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
4,UBEREATS,2021-02,HI,12957.58,385241.92999999993,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
5,INSTACART,2021-02,PA,77175.09999999999,7450475.599999998,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
6,AMAZON FRESH,2021-02,NV,8505.26,565360.3,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
7,AMAZON FRESH,2021-01,TX,73320.31999999999,5034969.48,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
8,AMAZON FRESH,2021-01,WY,319.6600000000001,24456.720000000005,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
9,UBEREATS,2021-02,OK,16705.129999999997,467479.4200000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
10,GRUBHUB.COM,2021-02,ID,5575.280000000001,204797.57,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
11,AMAZON FRESH,2021-01,MN,17696.959999999995,1362525.7700000005,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
12,GRUBHUB.COM,2021-01,TX,94124.79,3436082.02,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
13,GRUBHUB.COM,2021-02,CT,30914.800000000003,1134334.03,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
14,DOORDASH,2021-02,MO,62978.4,2013441.2000000004,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
15,DOORDASH,2021-02,SC,137867.15,4344581.51,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
16,INSTACART,2021-01,MS,5750.219999999999,551121.79,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
17,GRUBHUB.COM,2021-01,WI,24083.07,893446.5799999998,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
18,GRUBHUB.COM,2021-01,MI,12694.070000000002,487999.3500000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
19,GRUBHUB.COM,2021-01,PA,150201.33000000002,5642825.430000001,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
20,AMAZON FRESH,2021-02,SD,265.5,19742.05,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
21,INSTACART,2021-02,FL,195897.7800000001,18783444.8,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
22,DOORDASH,2021-01,MT,35421.08,1128225.5,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
23,UBEREATS,2021-02,DE,8187.039999999998,225796.14,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
24,AMAZON FRESH,2021-02,LA,2163.61,185200.02,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
25,UBEREATS,2021-01,WV,4614.550000000001,143941.48,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
26,DOORDASH,2021-01,ID,63792.02000000001,2036985.31,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
27,INSTACART,2021-02,NY,109821.91000000005,10436422.17,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
28,GRUBHUB.COM,2021-02,AK,3613.64,145527.01000000004,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
29,DOORDASH,2021-02,OR,135147.14999999997,4483191.49,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
30,UBEREATS,2021-01,KY,11699.589999999998,319313.14,Third- Party Delivery Services,Restaurant/Grocery/Other Delivery Services
