,BRAND_NAME,MONTH,STATE_ABBR,TRANS_COUNT,SPEND_AMOUNT,INDUSTRY_NAME,SUBINDUSTRY_NAME
0,HOLIDAY INN EXPRESS,2020-01,VT,100.83,19784.5,Travel,Lodging
1,QATAR AIRWAYS,2020-01,NJ,157.60000000000002,155128.66999999998,Travel,Airlines
2,RESIDENCE INN,2020-01,AZ,1331.9499999999998,361327.09,Travel,Lodging
3,ALASKA AIR,2020-01,FL,5037.229999999999,980590.36,Travel,Airlines
4,AIRBNB,2020-01,DE,1189.0600000000002,576890.63,Travel,OTA
5,BEST WESTERN,2020-01,MO,845.61,147355.06000000003,Travel,Lodging
6,VRBO,2020-01,NV,883.1200000000001,728964.3299999998,Travel,OTA
7,AMERICAN AIRLINES,2020-01,NY,46345.97,9130328.72,Travel,Airlines
8,ROYAL CARIBBEAN CRUISE,2020-01,NJ,2462.35,1752218.16,Travel,Cruises
9,HOTELS.COM,2020-01,SD,996.3300000000004,187547.65,Travel,OTA
10,FAIRFIELD INN & SUITES,2020-01,DC,213.07000000000008,127358.62,Travel,Lodging
11,HILTON GARDEN INN,2020-01,OK,730.4399999999999,125261.37,Travel,Lodging
12,EMBASSY SUITES,2020-01,MO,392.63,88505.25,Travel,Lodging
13,VIATOR,2020-01,LA,113.18,38801.03,Travel,OTA
14,SOUTHWEST AIRLINES,2020-01,MN,6017.200000000001,1434883.45,Travel,Airlines
15,DISNEY RESORTS,2020-01,NH,314.09000000000003,176377.78999999998,Travel,Lodging
16,WESTIN,2020-01,OR,652.8600000000001,171407.82999999993,Travel,Lodging
17,HOLIDAY INN,2020-01,DC,229.61000000000004,15367.28,Travel,Lodging
18,MARRIOTT,2020-01,ME,272.26,25484.04,Travel,Lodging
19,BOOKING.COM,2020-01,IL,562.9100000000001,143209.41000000003,Travel,OTA
20,BOOKING.COM,2020-01,HI,201.11,41811.87,Travel,OTA
21,HOLIDAY INN,2020-01,HI,129.63,12440.4,Travel,Lodging
22,HYATT REGENCY,2020-01,NH,176.91,13881.770000000002,Travel,Lodging
23,WESTIN,2020-01,ID,297.19,53588.17,Travel,Lodging
24,ALLEGIANT AIR,2020-01,ID,1474.32,211120.39000000007,Travel,Airlines
25,EMIRATES AIRLINES,2020-01,WA,669.7799999999999,792091.4699999999,Travel,Airlines
26,VIATOR,2020-01,SC,317.73999999999995,67493.6,Travel,OTA
27,DELTA AIR LINES,2020-01,OH,13027.879999999996,3060697.66,Travel,Airlines
28,LUFTHANSA,2020-01,SC,312.7800000000001,161754.18000000002,Travel,Airlines
29,QATAR AIRWAYS,2020-01,WI,185.35,88473.98000000001,Travel,Airlines
30,LUFTHANSA,2020-01,WV,51.94,23669.77,Travel,Airlines
31,MARRIOTT,2020-01,IA,2982.24,431830.2,Travel,Lodging
32,SOUTHWEST AIRLINES,2020-01,MD,22489.82,6058020.2700000005,Travel,Airlines
33,COURTYARD BY MARRIOTT,2020-01,MA,1505.5600000000002,167610.65,Travel,Lodging
34,UNITED AIRLINES,2020-01,WV,1848.9400000000005,287753.67,Travel,Airlines
35,COURTYARD BY MARRIOTT,2020-01,WI,2413.91,338238.83,Travel,Lodging
36,UNITED AIRLINES,2020-01,KY,3299.46,626696.6599999999,Travel,Airlines
37,CARNIVAL CRUISE LINES,2020-01,IN,887.67,518211.17,Travel,Cruises
38,QATAR AIRWAYS,2020-01,WA,155.37,162249.46000000005,Travel,Airlines
39,TURKISH AIRLINES,2020-01,DE,2.39,1194.9,Travel,Airlines
40,NORWEGIAN CRUISE,2020-01,SC,1073.78,846992.8600000002,Travel,Cruises
41,BRITISH AIRWAYS,2020-01,GA,484.4500000000001,365651.48999999993,Travel,Airlines
42,BOOKING.COM,2020-01,ND,98.16,17617.739999999998,Travel,OTA
43,HARD ROCK CASINO,2020-01,MD,21.53,643.45,Travel,Lodging (Casinos)
44,MARRIOTT,2020-01,NV,1445.7499999999998,297080.15,Travel,Lodging
45,RESIDENCE INN,2020-01,OR,686.0700000000002,127678.27999999998,Travel,Lodging
46,VOLARIS,2020-01,NY,525.45,129398.57,Travel,Airlines
47,HOTELS.COM,2020-01,WA,6470.67,1721248.14,Travel,OTA
48,HOLIDAY INN,2020-01,RI,73.55,9486.970000000005,Travel,Lodging
49,LUFTHANSA,2020-01,MI,179.51999999999998,130760.31,Travel,Airlines
50,FAIRFIELD INN & SUITES,2020-01,MA,667.9300000000001,154275.25999999998,Travel,Lodging
51,HOLIDAY INN,2020-01,DE,252.63,34585.219999999994,Travel,Lodging
52,HARD ROCK CASINO,2020-01,NJ,915.33,83366.38,Travel,Lodging (Casinos)
53,SPIRIT AIRLINES,2020-01,OK,935.7000000000004,201863.85,Travel,Airlines
54,AMERICAN AIRLINES,2020-01,GA,19829.92,3916015.95,Travel,Airlines
55,FAIRFIELD INN & SUITES,2020-01,GA,2475.33,384401.22,Travel,Lodging
56,HILTON GARDEN INN,2020-01,FL,4403.089999999999,692655.5499999998,Travel,Lodging
57,UNITED AIRLINES,2020-01,NC,21545.620000000003,4023148.5099999993,Travel,Airlines
